tv_symbol,screener_slug,bse_code,isin,name
NSE:MERCANTILE,MERCANTILE,,INE689O01013,Mercantile Ventures Limited
NSE:METROBRAND,METROBRAND,,INE317I01021,Metro Brands Limited
NSE:METROGLOBL,METROGLOBL,,INE085D01033,Metroglobal Limited
NSE:METROPOLIS,METROPOLIS,,INE112L01020,Metropolis Healthcare Limited
NSE:MFML,MFML,,INE0US801024,Mahalaxmi Fabric Mills Limited
NSE:MFSL,MFSL,,INE180A01020,Max Financial Services Limited
NSE:MGEL,MGEL,,INE0APB01032,Mangalam Global Enterprise Limited
NSE:MGL,MGL,,INE002S01010,Mahanagar Gas Limited
NSE:MHLXMIRU,MHLXMIRU,,INE112D01035,Mahalaxmi Rubtech Limited
NSE:MHRIL,MHRIL,,INE998I01010,Mahindra Holidays & Resorts India Limited
NSE:MICEL,MICEL,,INE287C01037,MIC Electronics Limited
NSE:MIDHANI,MIDHANI,,INE099Z01011,Mishra Dhatu Nigam Limited
NSE:MIDWESTLTD,MIDWESTLTD,,INE0XAD01024,Midwest Limited
NSE:MINDACORP,MINDACORP,,INE842C01021,Minda Corporation Limited
NSE:MINDTECK,MINDTECK,,INE110B01017,Mindteck (India) Limited
NSE:MIRCELECTR,MIRCELECTR,,INE831A01028,MIRC Electronics Limited
NSE:MIRZAINT,MIRZAINT,,INE771A01026,Mirza International Limited
NSE:MITCON,MITCON,,INE828O01033,MITCON Consultancy & Engineering Services Limited
NSE:MITTAL,MITTAL,,INE997Y01027,Mittal Life Style Limited
NSE:MKPL,MKPL,,INE964W01021,M K Proteins Limited
NSE:MMFL,MMFL,,INE227C01017,MM Forgings Limited
NSE:MMP,MMP,,INE511Y01018,MMP Industries Limited
NSE:MMTC,MMTC,,INE123F01029,MMTC Limited
NSE:MMWL,MMWL,,INE200D01020,Media Matrix Worldwide Limited
NSE:MOBIKWIK,MOBIKWIK,,INE0HLU01028,One Mobikwik Systems Limited
NSE:MODINATUR,MODINATUR,,INE537F01012,Modi Naturals Limited
NSE:MODIRUBBER,MODIRUBBER,,INE832A01018,Modi Rubber Limited
NSE:MODIS,MODIS,,INE0L0L01012,Modis Navnirman Limited
NSE:MODISONLTD,MODISONLTD,,INE737D01021,MODISON LIMITED
NSE:MODTHREAD,MODTHREAD,,INE794W01014,Modern Threads (India) Limited
NSE:MOHITIND,MOHITIND,,INE954E01012,Mohit Industries Limited
NSE:MOIL,MOIL,,INE490G01020,MOIL Limited
NSE:MOKSH,MOKSH,,INE514Y01020,Moksh Ornaments Limited
NSE:MOL,MOL,,INE0CT101020,Meghmani Organics Limited
NSE:MOLDTECH,MOLDTECH,,INE835B01035,Mold-Tek Technologies Limited
NSE:MOLDTKPAC,MOLDTKPAC,,INE893J01029,Mold-Tek Packaging Limited
NSE:MONARCH,MONARCH,,INE903D01011,Monarch Networth Capital Limited
NSE:MONEYBOXX,MONEYBOXX,,INE296Q01012,Moneyboxx Finance Limited
NSE:MONTECARLO,MONTECARLO,,INE950M01013,Monte Carlo Fashions Limited
NSE:MOREPENLAB,MOREPENLAB,,INE083A01026,Morepen Laboratories Limited
NSE:MOSCHIP,MOSCHIP,,INE935B01025,Moschip Technologies Limited
NSE:MOTHERSON,MOTHERSON,,INE775A01035,Samvardhana Motherson International Limited
NSE:MOTILALOFS,MOTILALOFS,,INE338I01027,Motilal Oswal Financial Services Limited
NSE:MOTISONS,MOTISONS,,INE0FRK01020,Motisons Jewellers Limited
NSE:MOTOGENFIN,MOTOGENFIN,,INE861B01023,The Motor & General Finance Limited
NSE:MPHASIS,MPHASIS,,INE356A01018,MphasiS Limited
NSE:MPSLTD,MPSLTD,,INE943D01017,MPS Limited
NSE:MRF,MRF,,INE883A01011,MRF Limited
NSE:MRPL,MRPL,,INE103A01014,Mangalore Refinery and Petrochemicals Limited
NSE:MSPL,MSPL,,INE752G01015,MSP Steel & Power Limited
NSE:MSTCLTD,MSTCLTD,,INE255X01014,Mstc Limited
NSE:MSUMI,MSUMI,,INE0FS801015,Motherson Sumi Wiring India Limited
NSE:MTARTECH,MTARTECH,,INE864I01014,Mtar Technologies Limited
NSE:MTEDUCARE,MTEDUCARE,,INE472M01018,MT Educare Limited
NSE:MTNL,MTNL,,INE153A01019,Mahanagar Telephone Nigam Limited
NSE:MUFIN,MUFIN,,INE08KJ01020,Mufin Green Finance Limited
NSE:MUFTI,MUFTI,,INE220Q01020,Credo Brands Marketing Limited
NSE:MUKANDLTD,MUKANDLTD,,INE304A01026,Mukand Limited
NSE:MUKKA,MUKKA,,INE0CG401037,Mukka Proteins Limited
NSE:MUKTAARTS,MUKTAARTS,,INE374B01019,Mukta Arts Limited
NSE:MUNJALAU,MUNJALAU,,INE672B01032,Munjal Auto Industries Limited
NSE:MUNJALSHOW,MUNJALSHOW,,INE577A01027,Munjal Showa Limited
NSE:MURUDCERA,MURUDCERA,,INE692B01014,Murudeshwar Ceramics Limited
NSE:MUTHOOTCAP,MUTHOOTCAP,,INE296G01013,Muthoot Capital Services Limited
NSE:MUTHOOTFIN,MUTHOOTFIN,,INE414G01012,Muthoot Finance Limited
NSE:MUTHOOTMF,MUTHOOTMF,,INE046W01019,Muthoot Microfin Limited
NSE:MVGJL,MVGJL,,INE0KNT01012,Manoj Vaibhav Gems N Jewellers Limited
NSE:MWL,MWL,,INE0JYY01011,Mangalam Worldwide Limited
NSE:NACLIND,NACLIND,,INE295D01020,NACL Industries Limited
NSE:NAGAFERT,NAGAFERT,,INE454M01024,Nagarjuna Fertilizers and Chemicals Limited
NSE:NAGREEKCAP,NAGREEKCAP,,INE245I01016,Nagreeka Capital & Infrastructure Limited
NSE:NAGREEKEXP,NAGREEKEXP,,INE123B01028,Nagreeka Exports Limited
NSE:NAHARCAP,NAHARCAP,,INE049I01012,Nahar Capital and Financial Services Limited
NSE:NAHARINDUS,NAHARINDUS,,INE289A01011,Nahar Industrial Enterprises Limited
NSE:NAHARPOLY,NAHARPOLY,,INE308A01027,Nahar Poly Films Limited
NSE:NAHARSPING,NAHARSPING,,INE290A01027,Nahar Spinning Mills Limited
NSE:NAM-INDIA,NAM-INDIA,,INE298J01013,Nippon Life India Asset Management Limited
NSE:NARMADA,NARMADA,,INE117Z01011,Narmada Agrobase Limited
NSE:NATCAPSUQ,NATCAPSUQ,,INE936B01015,Natural Capsules Limited
NSE:NATCOPHARM,NATCOPHARM,,INE987B01026,Natco Pharma Limited
NSE:NATHBIOGEN,NATHBIOGEN,,INE448G01010,Nath Bio-Genes (India) Limited
NSE:NATIONALUM,NATIONALUM,,INE139A01034,National Aluminium Company Limited
NSE:NATIONSTD,NATIONSTD,,INE166R01015,National Standard (India) Limited
NSE:NAUKRI,NAUKRI,,INE663F01032,Info Edge (India) Limited
NSE:NAVA,NAVA,,INE725A01030,NAVA LIMITED
NSE:NAVINFLUOR,NAVINFLUOR,,INE048G01026,Navin Fluorine International Limited
NSE:NAVKARCORP,NAVKARCORP,,INE278M01019,Navkar Corporation Limited
NSE:NAVKARURB,NAVKARURB,,INE268H01044,Navkar Urbanstructure Limited
NSE:NAVNETEDUL,NAVNETEDUL,,INE060A01024,Navneet Education Limited
NSE:NAZARA,NAZARA,,INE418L01047,Nazara Technologies Limited
NSE:NBCC,NBCC,,INE095N01031,NBCC (India) Limited
NSE:NBIFIN,NBIFIN,,INE365I01020,N. B. I. Industrial Finance Company Limited
NSE:NCC,NCC,,INE868B01028,NCC Limited
NSE:NCLIND,NCLIND,,INE732C01016,NCL Industries Limited
NSE:NDGL,NDGL,,INE756C01015,Naga Dhunseri Group Limited
NSE:NDL,NDL,,INE875G01048,Nandan Denim Limited
NSE:NDLVENTURE,NDLVENTURE,,INE353A01023,NDL Ventures Limited
NSE:NDRAUTO,NDRAUTO,,INE07OG01012,Ndr Auto Components Limited
NSE:NDTV,NDTV,,INE155G01029,New Delhi Television Limited
NSE:NEAGI,NEAGI,,INE605D01012,Neelamalai Agro Industries Limited
NSE:NECCLTD,NECCLTD,,INE553C01016,North Eastern Carrying Corporation Limited
NSE:NECLIFE,NECLIFE,,INE023H01027,Nectar Lifesciences Limited
NSE:NELCAST,NELCAST,,INE189I01024,Nelcast Limited
NSE:NELCO,NELCO,,INE045B01015,NELCO Limited
NSE:NEOGEN,NEOGEN,,INE136S01016,Neogen Chemicals Limited
NSE:NEPHROPLUS,NEPHROPLUS,,INE428V01029,Nephrocare Health Services Limited
NSE:NESCO,NESCO,,INE317F01035,Nesco Limited
NSE:NESTLEIND,NESTLEIND,,INE239A01024,Nestle India Limited
NSE:NETWEB,NETWEB,,INE0NT901020,Netweb Technologies India Limited
NSE:NETWORK18,NETWORK18,,INE870H01013,Network18 Media & Investments Limited
NSE:NEULANDLAB,NEULANDLAB,,INE794A01010,Neuland Laboratories Limited
NSE:NEWGEN,NEWGEN,,INE619B01017,Newgen Software Technologies Limited
NSE:NEXTMEDIA,NEXTMEDIA,,INE747B01016,Next Mediaworks Limited
NSE:NFL,NFL,,INE870D01012,National Fertilizers Limited
NSE:NGIL,NGIL,,INE236Y01012,Nakoda Group of Industries Limited
NSE:NGLFINE,NGLFINE,,INE887E01022,NGL Fine-Chem Limited
NSE:NH,NH,,INE410P01011,Narayana Hrudayalaya Ltd.
NSE:NHPC,NHPC,,INE848E01016,NHPC Limited
NSE:NIACL,NIACL,,INE470Y01017,The New India Assurance Company Limited
NSE:NIBE,NIBE,,INE149O01018,NIBE Limited
NSE:NIBL,NIBL,,INE047O01014,NRB Industrial Bearings Limited
NSE:NIITLTD,NIITLTD,,INE161A01038,NIIT Limited
NSE:NIITMTS,NIITMTS,,INE342G01023,NIIT Learning Systems Limited
NSE:NILAINFRA,NILAINFRA,,INE937C01029,Nila Infrastructures Limited
NSE:NILASPACES,NILASPACES,,INE00S901012,Nila Spaces Limited
NSE:NILE,NILE,,INE445D01013,Nile Limited
NSE:NILKAMAL,NILKAMAL,,INE310A01015,Nilkamal Limited
NSE:NIMBSPROJ,NIMBSPROJ,,INE875B01015,Nimbus Projects Limited
NSE:NINSYS,NINSYS,,INE395U01014,NINtec Systems Limited
NSE:NIPPOBATRY,NIPPOBATRY,,INE567A01028,Indo-National Limited
NSE:NIRAJ,NIRAJ,,INE368I01016,Niraj Cement Structurals Limited
NSE:NIRAJISPAT,NIRAJISPAT,,INE326T01011,Niraj Ispat Industries Limited
NSE:NIRLON,NIRLON,,INE910A01012,Nirlon Limited
NSE:NITCO,NITCO,,INE858F01012,Nitco Limited
NSE:NITINSPIN,NITINSPIN,,INE229H01012,Nitin Spinners Limited
NSE:NITIRAJ,NITIRAJ,,INE439T01012,Nitiraj Engineers Limited
NSE:NITTAGELA,NITTAGELA,,INE265B01019,Nitta Gelatin India Limited
NSE:NIVABUPA,NIVABUPA,,INE995S01015,Niva Bupa Health Insurance Company Limited
NSE:NKIND,NKIND,,INE542C01019,NK Industries Limited
NSE:NLCINDIA,NLCINDIA,,INE589A01014,NLC India Limited
NSE:NMDC,NMDC,,INE584A01023,NMDC Limited
NSE:NOCIL,NOCIL,,INE163A01018,NOCIL Limited
NSE:NOIDATOLL,NOIDATOLL,,INE781B01015,Noida Toll Bridge Company Limited
NSE:NORBTEAEXP,NORBTEAEXP,,INE369C01017,Norben Tea & Exports Limited
NSE:NORTHARC,NORTHARC,,INE850M01015,Northern Arc Capital Limited
NSE:NOVAAGRI,NOVAAGRI,,INE02H701025,Nova Agritech Limited
NSE:NOVARTIND,NOVARTIND,,INE234A01025,Novartis India Limited
NSE:NPST,NPST,,INE0FFK01017,Network People Services Technologies Limited
NSE:NRAIL,NRAIL,,INE740D01017,N R Agarwal Industries Limited
NSE:NRBBEARING,NRBBEARING,,INE349A01021,NRB Bearing Limited
NSE:NRL,NRL,,INE0JM501013,Nupur Recyclers Limited
NSE:NSIL,NSIL,,INE023A01030,Nalwa Sons Investments Limited
NSE:NSLNISP,NSLNISP,,INE0NNS01018,NMDC Steel Limited
NSE:NTPC,NTPC,,INE733E01010,NTPC Limited
NSE:NTPCGREEN,NTPCGREEN,,INE0ONG01011,NTPC Green Energy Limited
NSE:NUCLEUS,NUCLEUS,,INE096B01018,Nucleus Software Exports Limited
NSE:NURECA,NURECA,,INE0DSF01015,Nureca Limited
NSE:NUVAMA,NUVAMA,,INE531F01023,Nuvama Wealth Management Limited
NSE:NUVOCO,NUVOCO,,INE118D01016,Nuvoco Vistas Corporation Limited
NSE:NYKAA,NYKAA,,INE388Y01029,FSN E-Commerce Ventures Limited
NSE:OAL,OAL,,INE959C01023,Oriental Aromatics Limited
NSE:OBCL,OBCL,,INE426Z01016,Orissa Bengal Carrier Limited
NSE:OBEROIRLTY,OBEROIRLTY,,INE093I01010,Oberoi Realty Limited
NSE:OCCLLTD,OCCLLTD,,INE0PK601023,OCCL Limited
NSE:ODIGMA,ODIGMA,,INE054301028,Odigma Consultancy Solutions Limited
NSE:OFSS,OFSS,,INE881D01027,Oracle Financial Services Software Limited
NSE:OIL,OIL,,INE274J01014,Oil India Limited
NSE:OILCOUNTUB,OILCOUNTUB,,INE591A01010,Oil Country Tubular Limited
NSE:OLAELEC,OLAELEC,,INE0LXG01040,Ola Electric Mobility Limited
NSE:OLECTRA,OLECTRA,,INE260D01016,Olectra Greentech Limited
NSE:OMAXAUTO,OMAXAUTO,,INE090B01011,Omax Autos Limited
NSE:OMAXE,OMAXE,,INE800H01010,Omaxe Limited
NSE:OMFREIGHT,OMFREIGHT,,INE1BZC01019,Om Freight Forwarders Limited
NSE:OMINFRAL,OMINFRAL,,INE239D01028,OM INFRA LIMITED
NSE:OMNI,OMNI,,INE0UH301010,Omnitech Engineering Limited
NSE:OMPOWER,OMPOWER,,INE25E901019,Om Power Transmission Limited
NSE:ONELIFECAP,ONELIFECAP,,INE912L01015,Onelife Capital Advisors Limited
NSE:ONEPOINT,ONEPOINT,,INE840Y01029,One Point One Solutions Limited
NSE:ONESOURCE,ONESOURCE,,INE013P01021,Onesource Specialty Pharma Limited
NSE:ONGC,ONGC,,INE213A01029,Oil & Natural Gas Corporation Limited
NSE:ONMOBILE,ONMOBILE,,INE809I01019,OnMobile Global Limited
NSE:ONWARDTEC,ONWARDTEC,,INE229A01017,Onward Technologies Limited
NSE:OPTIEMUS,OPTIEMUS,,INE350C01017,Optiemus Infracom Limited
NSE:ORBTEXP,ORBTEXP,,INE231G01010,Orbit Exports Limited
NSE:ORCHASP,ORCHASP,,INE215B01022,Orchasp Limited
NSE:ORCHPHARMA,ORCHPHARMA,,INE191A01027,Orchid Pharma Limited
NSE:ORICONENT,ORICONENT,,INE730A01022,Oricon Enterprises Limited
NSE:ORIENTALTL,ORIENTALTL,,INE998H01012,Oriental Trimex Limited
NSE:ORIENTBELL,ORIENTBELL,,INE607D01018,Orient Bell Limited
NSE:ORIENTCEM,ORIENTCEM,,INE876N01018,Orient Cement Limited
NSE:ORIENTCER,ORIENTCER,,INE569C01020,ORIENT CERATECH LIMITED
NSE:ORIENTELEC,ORIENTELEC,,INE142Z01019,Orient Electric Limited
NSE:ORIENTHOT,ORIENTHOT,,INE750A01020,Oriental Hotels Limited
NSE:ORIENTLTD,ORIENTLTD,,INE609C01024,Orient Press Limited
NSE:ORIENTPPR,ORIENTPPR,,INE592A01026,Orient Paper & Industries Limited
NSE:ORIENTTECH,ORIENTTECH,,INE0PPK01015,Orient Technologies Limited
NSE:ORISSAMINE,ORISSAMINE,,INE725E01024,The Orissa Minerals Development Company Limited
NSE:ORKLAINDIA,ORKLAINDIA,,INE16NZ01023,Orkla India Limited
NSE:ORTEL,ORTEL,,INE849L01019,Ortel Communications Limited
NSE:ORTINGLOBE,ORTINGLOBE,,INE749B01020,ORTIN GLOBAL LIMITED
NSE:OSIAHYPER,OSIAHYPER,,INE06IR01021,Osia Hyper Retail Limited
NSE:OSWALAGRO,OSWALAGRO,,INE142A01012,Oswal Agro Mills Limited
NSE:OSWALGREEN,OSWALGREEN,,INE143A01010,Oswal Greentech Limited
NSE:OSWALPUMPS,OSWALPUMPS,,INE0BYP01024,Oswal Pumps Limited
NSE:OSWALSEEDS,OSWALSEEDS,,INE00IK01029,ShreeOswal Seeds And Chemicals Limited
NSE:PACEDIGITK,PACEDIGITK,,INE0S3G01027,Pace Digitek Limited
NSE:PAGEIND,PAGEIND,,INE761H01022,Page Industries Limited
NSE:PAISALO,PAISALO,,INE420C01059,Paisalo Digital Limited
NSE:PAKKA,PAKKA,,INE551D01018,PAKKA LIMITED
NSE:PALASHSECU,PALASHSECU,,INE471W01019,Palash Securities Limited
NSE:PALREDTEC,PALREDTEC,,INE218G01033,Palred Technologies Limited
NSE:PANACEABIO,PANACEABIO,,INE922B01023,Panacea Biotec Limited
NSE:PANACHE,PANACHE,,INE895W01019,Panache Digilife Limited
NSE:PANAMAPET,PANAMAPET,,INE305C01029,Panama Petrochem Limited
NSE:PANSARI,PANSARI,,INE697V01011,Pansari Developers Limited
NSE:PAR,PAR,,INE04LG01015,Par Drugs And Chemicals Limited
NSE:PARACABLES,PARACABLES,,INE074B01023,Paramount Communications Limited
NSE:PARADEEP,PARADEEP,,INE088F01024,Paradeep Phosphates Limited
NSE:PARAGMILK,PARAGMILK,,INE883N01014,Parag Milk Foods Limited
NSE:PARAS,PARAS,,INE045601023,Paras Defence and Space Technologies Limited
NSE:PARASPETRO,PARASPETRO,,INE162C01024,Paras Petrofils Limited
NSE:PARKHOSPS,PARKHOSPS,,INE119201023,Park Medi World Limited
NSE:PARKHOTELS,PARKHOTELS,,INE988S01028,Apeejay Surrendra Park Hotels Limited
NSE:PARSVNATH,PARSVNATH,,INE561H01026,Parsvnath Developers Limited
NSE:PASHUPATI,PASHUPATI,,INE124Y01028,Pashupati Cotspin Limited
NSE:PASUPTAC,PASUPTAC,,INE818B01023,Pasupati Acrylon Limited
NSE:PATANJALI,PATANJALI,,INE619A01035,Patanjali Foods Limited
NSE:PATELENG,PATELENG,,INE244B01030,Patel Engineering Limited
NSE:PATELRMART,PATELRMART,,INE0R8B01010,Patel Retail Limited
NSE:PATINTLOG,PATINTLOG,,INE529D01014,Patel Integrated Logistics Limited
NSE:PAUSHAKLTD,PAUSHAKLTD,,INE111F01024,Paushak Limited
NSE:PAVNAIND,PAVNAIND,,INE07S101038,Pavna Industries Limited
NSE:PAYTM,PAYTM,,INE982J01020,One 97 Communications Limited
NSE:PCBL,PCBL,,INE602A01031,PCBL Chemical Limited
NSE:PCJEWELLER,PCJEWELLER,,INE785M01021,PC Jeweller Limited
NSE:PDMJEPAPER,PDMJEPAPER,,INE865T01018,Pudumjee Paper Products Limited
NSE:PDSL,PDSL,,INE111Q01021,PDS Limited
NSE:PEARLPOLY,PEARLPOLY,,INE844A01013,Pearl Polymers Limited
NSE:PENIND,PENIND,,INE932A01024,Pennar Industries Limited
NSE:PENINLAND,PENINLAND,,INE138A01028,Peninsula Land Limited
NSE:PERSISTENT,PERSISTENT,,INE262H01021,Persistent Systems Limited
NSE:PETRONET,PETRONET,,INE347G01014,Petronet LNG Limited
NSE:PFC,PFC,,INE134E01011,Power Finance Corporation Limited
NSE:PFIZER,PFIZER,,INE182A01018,Pfizer Limited
NSE:PFOCUS,PFOCUS,,INE367G01038,Prime Focus Limited
NSE:PFS,PFS,,INE560K01014,PTC India Financial Services Limited
NSE:PGEL,PGEL,,INE457L01029,PG Electroplast Limited
NSE:PGHH,PGHH,,INE179A01014,Procter & Gamble Hygiene and Health Care Limited
NSE:PGHL,PGHL,,INE199A01012,Procter & Gamble Health Limited
NSE:PGIL,PGIL,,INE940H01022,Pearl Global Industries Limited
NSE:PHOENIXLTD,PHOENIXLTD,,INE211B01039,The Phoenix Mills Limited
NSE:PICCADIL,PICCADIL,,INE546C01010,Piccadily Agro Industries Limited
NSE:PIDILITIND,PIDILITIND,,INE318A01026,Pidilite Industries Limited
NSE:PIGL,PIGL,,INE557Z01018,Power & Instrumentation (Gujarat) Limited
NSE:PIIND,PIIND,,INE603J01030,PI Industries Limited
NSE:PILANIINVS,PILANIINVS,,INE417C01014,Pilani Investment and Industries Corporation Limited
NSE:PILITA,PILITA,,INE600A01035,PIL ITALICA LIFESTYLE LIMITED
NSE:PINELABS,PINELABS,,INE15B701018,Pine Labs Limited
NSE:PIONEEREMB,PIONEEREMB,,INE156C01018,Pioneer Embroideries Limited
NSE:PIONRINV,PIONRINV,,INE746D01014,Pioneer Investcorp Limited
NSE:PIRAMALFIN,PIRAMALFIN,,INE202B01038,Piramal Finance Limited
NSE:PITTIENG,PITTIENG,,INE450D01021,Pitti Engineering Limited
NSE:PIXTRANS,PIXTRANS,,INE751B01018,Pix Transmissions Limited
NSE:PKTEA,PKTEA,,INE431F01018,The Peria Karamalai Tea & Produce Company Limited
NSE:PLASTIBLEN,PLASTIBLEN,,INE083C01022,Plastiblends India Limited
NSE:PLATIND,PLATIND,,INE0PT501018,Platinum Industries Limited
NSE:PLAZACABLE,PLAZACABLE,,INE0INJ01017,Plaza Wires Limited
NSE:PML,PML,,INE291E01019,Paul Merchants Limited
NSE:PNB,PNB,,INE160A01022,Punjab National Bank
NSE:PNBGILTS,PNBGILTS,,INE859A01011,PNB Gilts Limited
NSE:PNBHOUSING,PNBHOUSING,,INE572E01012,PNB Housing Finance Limited
NSE:PNC,PNC,,INE392B01011,Pritish Nandy Communications Limited
NSE:PNCINFRA,PNCINFRA,,INE195J01029,PNC Infratech Limited
NSE:PNGJL,PNGJL,,INE953R01016,P N Gadgil Jewellers Limited
NSE:PNGSREVA,PNGSREVA,,INE1RDG01013,PNGS Reva Diamond Jewellery Limited
NSE:POCL,POCL,,INE063E01053,Pondy Oxides & Chemicals Limited
NSE:PODDARMENT,PODDARMENT,,INE371C01013,Poddar Pigments Limited
NSE:POKARNA,POKARNA,,INE637C01025,Pokarna Limited
NSE:POLICYBZR,POLICYBZR,,INE417T01026,PB Fintech Limited
NSE:POLYCAB,POLYCAB,,INE455K01017,Polycab India Limited
NSE:POLYMED,POLYMED,,INE205C01021,Poly Medicure Limited
NSE:POLYPLEX,POLYPLEX,,INE633B01018,Polyplex Corporation Limited
NSE:PONNIERODE,PONNIERODE,,INE838E01017,Ponni Sugars (Erode) Limited
NSE:POONAWALLA,POONAWALLA,,INE511C01022,Poonawalla Fincorp Limited
NSE:POWERGRID,POWERGRID,,INE752E01010,Power Grid Corporation of India Limited
NSE:POWERICA,POWERICA,,INE921L01032,Powerica Limited
NSE:POWERINDIA,POWERINDIA,,INE07Y701011,Hitachi Energy India Limited
NSE:POWERMECH,POWERMECH,,INE211R01019,Power Mech Projects Limited
NSE:PPAP,PPAP,,INE095I01015,PPAP Automotive Limited
NSE:PPL,PPL,,INE050001010,Prakash Pipes Limited
NSE:PPLPHARMA,PPLPHARMA,,INE0DK501011,Piramal Pharma Limited
NSE:PRABHA,PRABHA,,INE0I0M01023,Prabha Energy Limited
NSE:PRADPME,PRADPME,,INE770A01010,Pradeep Metals Limited
NSE:PRAENG,PRAENG,,INE505C01016,Prajay Engineers Syndicate Limited
NSE:PRAJIND,PRAJIND,,INE074A01025,Praj Industries Limited
NSE:PRAKASH,PRAKASH,,INE603A01013,Prakash Industries Limited
NSE:PRAKASHSTL,PRAKASHSTL,,INE696K01024,Prakash Steelage Limited
NSE:PRAVEG,PRAVEG,,INE722B01019,Praveg Limited
NSE:PRAXIS,PRAXIS,,INE546Y01022,Praxis Home Retail Limited
NSE:PRECAM,PRECAM,,INE484I01029,Precision Camshafts Limited
NSE:PRECOT,PRECOT,,INE283A01014,Precot Limited
NSE:PRECWIRE,PRECWIRE,,INE372C01037,Precision Wires India Limited
NSE:PREMCO,PREMCO,,INE001E01012,Premco Global Limited
NSE:PREMEXPLN,PREMEXPLN,,INE863B01029,Premier Explosives Limited
NSE:PREMIER,PREMIER,,INE342A01018,Premier Limited
NSE:PREMIERENE,PREMIERENE,,INE0BS701011,Premier Energies Limited
NSE:PREMIERPOL,PREMIERPOL,,INE309M01020,Premier Polyfilm Limited
NSE:PRESTIGE,PRESTIGE,,INE811K01011,Prestige Estates Projects Limited
NSE:PRICOLLTD,PRICOLLTD,,INE726V01018,Pricol Limited
NSE:PRIMESECU,PRIMESECU,,INE032B01021,Prime Securities Limited
NSE:PRIMO,PRIMO,,INE607A01022,Primo Chemicals Limited
NSE:PRINCEPIPE,PRINCEPIPE,,INE689W01016,Prince Pipes And Fittings Limited
NSE:PRITI,PRITI,,INE974Z01015,Priti International Limited
NSE:PRITIKAUTO,PRITIKAUTO,,INE583R01029,Pritika Auto Industries Limited
NSE:PRIVISCL,PRIVISCL,,INE959A01019,Privi Speciality Chemicals Limited
NSE:PROSTARM,PROSTARM,,INE0BX301013,Prostarm Info Systems Limited
NSE:PROTEAN,PROTEAN,,INE004A01022,Protean eGov Technologies Limited
NSE:PROZONER,PROZONER,,INE195N01013,Prozone Realty Limited
NSE:PRSMJOHNSN,PRSMJOHNSN,,INE010A01011,Prism Johnson Limited
NSE:PRUDENT,PRUDENT,,INE00F201020,Prudent Corporate Advisory Services Limited
NSE:PRUDMOULI,PRUDMOULI,,INE024D01016,Prudential Sugar Corporation Limited
NSE:PSB,PSB,,INE608A01012,Punjab & Sind Bank
NSE:PSPPROJECT,PSPPROJECT,,INE488V01015,PSP Projects Limited
NSE:PTC,PTC,,INE877F01012,PTC India Limited
NSE:PTCIL,PTCIL,,INE596F01018,PTC Industries Limited
NSE:PTL,PTL,,INE034D01049,PTL Enterprises Limited
NSE:PUNJABCHEM,PUNJABCHEM,,INE277B01014,Punjab Chemicals & Crop Protection Limited
NSE:PURVA,PURVA,,INE323I01011,Puravankara Limited
NSE:PVP,PVP,,INE362A01016,PVP Ventures Limited
NSE:PVRINOX,PVRINOX,,INE191H01014,PVR INOX Limited
NSE:PVSL,PVSL,,INE772T01024,Popular Vehicles and Services Limited
NSE:PWL,PWL,,INE0LP301011,Physicswallah Limited
NSE:PYRAMID,PYRAMID,,INE0MIS01010,Pyramid Technoplast Limited
NSE:QPOWER,QPOWER,,INE0SII01026,Quality Power Electrical Equipments Limited
NSE:QUADFUTURE,QUADFUTURE,,INE0LRY01011,Quadrant Future Tek Limited
NSE:QUESS,QUESS,,INE615P01015,Quess Corp Limited
NSE:QUICKHEAL,QUICKHEAL,,INE306L01010,Quick Heal Technologies Limited
NSE:QUINT,QUINT,,INE641R01017,Quint Digital Limited
NSE:RACE,RACE,,INE084Q01012,Race Eco Chain Limited
NSE:RACLGEAR,RACLGEAR,,INE704B01017,RACL Geartech Limited
NSE:RADAAN,RADAAN,,INE874F01027,Radaan Mediaworks India Limited
NSE:RADHIKAJWE,RADHIKAJWE,,INE583V01021,Radhika Jeweltech Limited
NSE:RADIANTCMS,RADIANTCMS,,INE855R01021,Radiant Cash Management Services Limited
NSE:RADICO,RADICO,,INE944F01028,Radico Khaitan Limited
NSE:RADIOCITY,RADIOCITY,,INE919I01024,Music Broadcast Limited
NSE:RAILTEL,RAILTEL,,INE0DD101019,Railtel Corporation Of India Limited
NSE:RAIN,RAIN,,INE855B01025,Rain Industries Limited
NSE:RAINBOW,RAINBOW,,INE961O01016,Rainbow Childrens Medicare Limited
NSE:RAJESHEXPO,RAJESHEXPO,,INE343B01030,Rajesh Exports Limited
NSE:RAJMET,RAJMET,,INE00KV01022,Rajnandini Metal Limited
NSE:RAJOOENG,RAJOOENG,,INE535F01024,Rajoo Engineers Limited
NSE:RAJPALAYAM,RAJPALAYAM,,INE296E01026,Rajapalayam Mills Limited
NSE:RAJRATAN,RAJRATAN,,INE451D01029,Rajratan Global Wire Limited
NSE:RAJRILTD,RAJRILTD,,INE533D01032,Raj Rayon Industries Limited
NSE:RAJSREESUG,RAJSREESUG,,INE562B01019,Rajshree Sugars & Chemicals Limited
NSE:RAJTV,RAJTV,,INE952H01027,Raj Television Network Limited
NSE:RALLIS,RALLIS,,INE613A01020,Rallis India Limited
